tupleNew__locationName,tupleNew__ribbon,tupleNew__propType,tupleNew__bOld,tupleNew__priceValWrap,tupleNew__perSqftWrap,tupleNew__area1Type,tupleNew__area2Type,tupleNew__areaType,tupleNew__area1Type 2,tupleNew__area2Type 2,tupleNew__possessionBy
Dhanukarwadi,RESALE,"in Dahanukar Wadi, Kandivali West",1 BHK Flat,₹85 Lac,"₹19,675 /sqft",432 sqft,(40 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
Mhada Building,RESALE,"in Borivali West, Mumbai",1 BHK Flat,₹65 Lac,"₹21,311 /sqft",305 sqft,(28 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
The rising 58,RESALE,"in Kannamwar Nagar 1, Vikhroli East",1 BHK Flat,₹87 Lac,"₹21,750 /sqft",400 sqft,(37 sqm),Carpet Area,1 BHK,(2  Baths),Under Construction
Dev Ashish CHS Mumbai,RESALE,"in Bhandup West, Mumbai",1 BHK Flat,₹97 Lac,"₹22,823 /sqft",665 sqft,(62 sqm),Super Built-up Area,1 BHK,(2  Baths),Ready To Move
Uday Pre CHS,RESALE,"in Sen Nagar, Santacruz East",1 BHK Flat,₹1.25 Cr,"₹31,250 /sqft",400 sqft,(37 sqm),Built-up Area,1 BHK,(1  Bath),Ready To Move
Satellite Aarambh,RESALE,"in Malad East, Mumbai",1 BHK Flat,₹62 Lac,"₹10,350 /sqft",599 sqft,(56 sqm),Super Built-up Area,1 BHK,(2  Baths),Under Construction
Satellite Aarambh,RESALE,"in Malad East, Mumbai",1 BHK Flat,₹47 Lac,"₹7,966 /sqft",590 sqft,(55 sqm),Super Built-up Area,1 BHK,(2  Baths),Under Construction
Milind Mallika Tower,RESALE,"in Amboli, Andheri West",1 BHK Flat,₹60 Lac,"₹26,666 /sqft",300 sqft,(28 sqm),Built-up Area,1 BHK,(1  Bath),Ready To Move
Amber Om Swastik,RESALE,"in Borivali East, Mumbai",1 BHK Flat,₹65 Lac,"₹28,888 /sqft",225 sqft,(21 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Shreenathji 39 Anthea,RESALE,"in Tilak nagar, Chembur",1 BHK Flat,₹1.45 Cr,"₹32,438 /sqft",447 sqft,(42 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
Kukreja Complex,RESALE,"in Govind Nagar, Bhandup West",1 BHK Flat,₹1 Cr,"₹16,666 /sqft",600 sqft,(56 sqm),Super Built-up Area,1 BHK,(1  Bath),Ready To Move
Evershine Millennium Paradise,RESALE,"in Thakur Village, Kandivali East",1 BHK Flat,₹90 Lac,"₹22,500 /sqft",535 sqft,(50 sqm),Super Built-up Area,1 BHK,(1  Bath),Ready To Move
Shreeji Supernest,RESALE,"in Orlem, Malad West",1 BHK Flat,₹90 Lac,"₹25,714 /sqft",350 sqft,(33 sqm),Carpet Area,1 BHK,(2  Baths),Under Construction
Kateeleshwari Apartment,RESALE,"in Mulund West, Mumbai",1 BHK Flat,₹1.15 Cr,"₹26,136 /sqft",440 sqft,(41 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
"Priyadarshini Society , Prabhadevi",RESALE,"in Prabhadevi, Mumbai",1 BHK Flat,₹1.8 Cr,"₹37,894 /sqft",530 sqft,(49 sqm),Built-up Area,1 BHK,(1  Bath),Ready To Move
Mangal Prabha CHS,RESALE,"in Vile Parle East, Mumbai",1 BHK Flat,₹1.9 Cr,"₹38,000 /sqft",500 sqft,(46 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Ashtavinayak Society,RESALE,"in Kandivali West, Mumbai",1 BHK Flat,₹58 Lac,"₹12,222 /sqft",450 sqft,(42 sqm),Super Built-up Area,1 BHK,(1  Bath),Ready To Move
On Request,RESALE,"in Vikhroli, Mumbai",1 BHK Flat,₹85 Lac,"₹21,250 /sqft",400 sqft,(37 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
Geeta Bhavan CHS Ltd C Wing,RESALE,"in Breach Candy, Cumbala Hill, Mumbai",1 BHK Flat,₹3.25 Cr,"₹66,326 /sqft",490 sqft,(46 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
flat,RESALE,"in Veera Desai Industrial Estate, Andheri West",1 BHK Flat,₹26.14 Lac,"₹6,375 /sqft",410 sqft,(38 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Sethia Imperial Avenue,RESALE,"in Malad East, Mumbai",1 BHK Flat,₹90 Lac,"₹29,220 /sqft",308 sqft,(29 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Vaibhav Residency,RESALE,"in Sector 3 Charkop, Kandivali West",1 BHK Flat,₹98 Lac,"₹22,272 /sqft",440 sqft,(41 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
Veena Nagar Society,RESALE,"in Mulund West, Mumbai",1 BHK Flat,₹59 Lac,"₹16,857 /sqft",350 sqft,(33 sqm),Built-up Area,1 BHK,(1  Bath),Ready To Move
Apna Ghar Chs,RESALE,"in Malad East, Mumbai",1 BHK Flat,₹90 Lac,"₹22,500 /sqft",400 sqft,(37 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Vikhroli west,RESALE,"in Station Road, Mumbai",1 BHK Flat,₹55 Lac,"₹18,333 /sqft",300 sqft,(28 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Suhas Modi Society,RESALE,"in Kandivali East, Mumbai",1 BHK Flat,₹68 Lac,"₹20,923 /sqft",325 sqft,(30 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Siddhiviniyak Society,RESALE,"in Vikhroli West, Mumbai",1 BHK Flat,₹55 Lac,"₹18,333 /sqft",300 sqft,(28 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
laxmi building,RESALE,"in Chowpatty, Girgaon, Mumbai",1 BHK Flat,₹1 Cr,"₹27,777 /sqft",410 sqft,(38 sqm),Super Built-up Area,1 BHK,(1  Bath),Ready To Move
Sankala Presidency,RESALE,"in Byculla East, Mumbai",1 BHK Flat,₹2 Cr,"₹44,444 /sqft",550 sqft,(51 sqm),Built-up Area,1 BHK,(1  Bath),Ready To Move
Chheda Jai Devki,RESALE,"in Borivali West, Mumbai",1 BHK Flat,₹1.25 Cr,"₹29,761 /sqft",420 sqft,(39 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
Sadguru Complex,RESALE,"in Goregaon East, Mumbai",1 BHK Flat,₹1.65 Cr,"₹27,500 /sqft",600 sqft,(56 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
Rajat Apartments,RESALE,"in Malabar Hill, Mumbai",1 BHK Flat,₹3.25 Cr,"₹59,090 /sqft",550 sqft,(51 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Rachaita Chs,RESALE,"in Peru Baug, Goregaon East",1 BHK Flat,₹1.2 Cr,"₹28,436 /sqft",422 sqft,(39 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
"Haze Apartment, Kurla East",RESALE,"in Kurla East, Mumbai",1 BHK Flat,₹1.19 Cr,"₹24,586 /sqft",484 sqft,(45 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
Mhada Complex,RESALE,"in Kandivali West, Mumbai",1 BHK Flat,₹54.2 Lac,"₹17,770 /sqft",305 sqft,(28 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
Vaibhav Apartment,RESALE,"in Prabhadevi, Mumbai",1 BHK Flat,₹2.5 Cr,"₹40,983 /sqft",610 sqft,(57 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Reliable Gulraj Paradise,RESALE,"in Mahim East, Mumbai",1 BHK Flat,₹90 Lac,"₹26,392 /sqft",341 sqft,(32 sqm),Carpet Area,1 BHK,(2  Baths),Under Construction
Anita Nagar CHS,RESALE,"in Kandivali East, Mumbai",1 BHK Flat,₹60 Lac,"₹20,000 /sqft",300 sqft,(28 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Aadi Allure,RESALE,"in Kanjurmarg East, Mumbai",1 BHK Flat,₹88.4 Lac,"₹17,326 /sqft",510 sqft,(47 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
Himalaya parvatiya chs,RESALE,"in Ghatkopar West, Mumbai",1 BHK Flat,₹87.12 Lac,"₹16,500 /sqft",528 sqft,(49 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Lodha Casa Essenza,RESALE,"in Dahisar East, Mumbai",1 BHK Flat,₹76 Lac,"₹17,471 /sqft",435 sqft,(40 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Ergon Apartment,RESALE,"in Kurla west, Mumbai",1 BHK Flat,₹1 Cr,"₹20,000 /sqft",500 sqft,(46 sqm),Built-up Area,1 BHK,(2  Baths),Ready To Move
Riddhi Siddhi Complex,RESALE,"in Sukarwadi, Borivali East",1 BHK Flat,₹1.25 Cr,"₹22,116 /sqft",520 sqft,(48 sqm),Super Built-up Area,1 BHK,(2  Baths),Ready To Move
Navyuk Society,RESALE,"in Bhandup East, Mumbai",1 BHK Flat,₹65 Lac,"₹18,571 /sqft",350 sqft,(33 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Building society,RESALE,"in Vakola, Santacruz East",1 BHK Flat,₹1.3 Cr,"₹28,888 /sqft",720 sqft,(67 sqm),Super Built-up Area,1 BHK,(1  Bath),Ready To Move
On Request,RESALE,"in Vakola, Santacruz East",1 BHK Flat,₹1.2 Cr,"₹29,268 /sqft",656 sqft,(61 sqm),Super Built-up Area,1 BHK,(1  Bath),Ready To Move
lin yec,RESALE,"in Kalina, Santacruz East",1 BHK Flat,₹1.35 Cr,"₹27,000 /sqft",500 sqft,(46 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
Marathon Neoskies,RESALE,"in Bhandup West, Mumbai",1 BHK Flat,₹59 Lac,"₹14,750 /sqft",400 sqft,(37 sqm),Super Built-up Area,1 BHK,(1  Bath),Ready To Move
excellente tower,RESALE,"in Mulund Colony, Mulund West",1 BHK Flat,₹98 Lac,"₹26,133 /sqft",375 sqft,(35 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Narayana Guru Society,RESALE,"in Chembur, Mumbai",1 BHK Flat,₹40 Lac,"₹13,333 /sqft",300 sqft,(28 sqm),Super Built-up Area,1 BHK,(1  Bath),Under Construction
JE and VEE Om Trimurti,RESALE,"in Goregaon East, Mumbai",1 BHK Flat,₹1.2 Cr,"₹30,000 /sqft",620 sqft,(58 sqm),Super Built-up Area,1 BHK,(2  Baths),Ready To Move
global residanc,RESALE,"in Goregaon East, Mumbai",1 BHK Flat,₹1.35 Cr,"₹26,470 /sqft",510 sqft,(47 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
Navrang Oasis,RESALE,"in Best Nagar, Goregaon West",1 BHK Flat,₹1.02 Cr,"₹13,600 /sqft",750 sqft,(70 sqm),Super Built-up Area,1 BHK,(2  Baths),Under Construction
Navrang Oasis,RESALE,"in Best Nagar, Goregaon West",1 BHK Flat,₹99 Lac,"₹13,200 /sqft",750 sqft,(70 sqm),Super Built-up Area,1 BHK,(2  Baths),Under Construction
Kukreja Complex,RESALE,"in Govind Nagar, Bhandup West",1 BHK Flat,₹82 Lac,"₹16,400 /sqft",500 sqft,(46 sqm),Built-up Area,1 BHK,(1  Bath),Ready To Move
Delta House,RESALE,"in Goregaon East, Mumbai",1 BHK Flat,₹1.04 Cr,"₹25,329 /sqft",409 sqft,(38 sqm),Carpet Area,1 BHK,(2  Baths),Under Construction
Delta House,RESALE,"in Goregaon East, Mumbai",1 BHK Flat,₹1.09 Cr,"₹26,692 /sqft",408 sqft,(38 sqm),Carpet Area,1 BHK,(2  Baths),Under Construction
Tandice 69 Residency,RESALE,"in Andheri East, Mumbai",1 BHK Flat,₹88 Lac,"₹24,858 /sqft",354 sqft,(33 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Bhoomi Towers,RESALE,"in Cama Industrial Estate, Goregaon East",1 BHK Flat,₹48 Lac,"₹8,727 /sqft",550 sqft,(51 sqm),Super Built-up Area,1 BHK,(1  Bath),Ready To Move
A Kahan Jash Residency,RESALE,"in Maneklal Estate, Ghatkopar",1 BHK Flat,₹1.55 Cr,"₹36,548 /sqft",424 sqft,(39 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
Fairmont La Paradiso,RESALE,"in Santacruz East, Mumbai",1 BHK Flat,₹1.25 Cr,"₹32,051 /sqft",390 sqft,(36 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Fatima Mension,RESALE,"in Mahim West, Mumbai",1 BHK Flat,₹78 Lac,"₹26,000 /sqft",300 sqft,(28 sqm),Super Built-up Area,1 BHK,(1  Bath),Ready To Move
Nazir Apartment,RESALE,"in Vile Parle East, Mumbai",1 BHK Flat,₹1.1 Cr,"₹35,598 /sqft",309 sqft,(29 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Zainab Tower,RESALE,"in Madanpura, Mumbai",1 BHK Flat,₹85 Lac,"₹35,416 /sqft",240 sqft,(22 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Ashok samrat chs,RESALE,"in Cama Industrial Estate, Goregaon East",1 BHK Flat,₹48 Lac,"₹11,162 /sqft",430 sqft,(40 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Crystal Colony,RESALE,"in Mahim West, Mumbai",1 BHK Flat,₹1.65 Cr,"₹25,385 /sqft",650 sqft,(60 sqm),Built-up Area,1 BHK,(1  Bath),Ready To Move
Satellite Gardens,RESALE,"in Gokuldham Colony, Goregaon East",1 BHK Flat,₹95 Lac,"₹23,750 /sqft",400 sqft,(37 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Pancharatan SRA CHS,RESALE,"in Malad East, Mumbai",1 BHK Flat,₹49 Lac,"₹16,065 /sqft",305 sqft,(28 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Kurla west,RESALE,"in Andheri Kurla Road, Andheri East",1 BHK Flat,₹52 Lac,"₹19,259 /sqft",320 sqft,(30 sqm),Built-up Area,1 BHK,(1  Bath),Ready To Move
Paras EL Signora Building 3,RESALE,"in Andheri West, Mumbai",1 BHK Flat,₹85 Lac,"₹26,153 /sqft",325 sqft,(30 sqm),Built-up Area,1 BHK,(1  Bath),Ready To Move
Mohan Nagar,RESALE,"in Chunabhatti East, Sion, Mumbai",1 BHK Flat,₹1.2 Cr,"₹25,263 /sqft",475 sqft,(44 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Sahara Sadan CHS,RESALE,"in Malad East, Mumbai",1 BHK Flat,₹40 Lac,"₹18,666 /sqft",225 sqft,(21 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Pride,RESALE,"in Bhavani Nagar, Mumbai",1 BHK Flat,₹1.1 Cr,"₹23,758 /sqft",463 sqft,(43 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
G H P Woodland,RESALE,"in Mulund West, Mumbai",1 BHK Flat,₹1.25 Cr,"₹28,801 /sqft",434 sqft,(40 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Stalag Seventeen,RESALE,"in Tilak nagar, Chembur",1 BHK Flat,₹90 Lac,"₹25,515 /sqft",388 sqft,(36 sqm),Built-up Area,1 BHK,(1  Bath),Ready To Move
Sethia Ashray,RESALE,"in Kandivali East, Mumbai",1 BHK Flat,₹78 Lac,"₹17,333 /sqft",450 sqft,(42 sqm),Built-up Area,1 BHK,(2  Baths),Ready To Move
Rubbarwala Orion Tower,RESALE,"in Grant Road East, Mumbai",1 BHK Flat,₹1 Cr,"₹30,769 /sqft",325 sqft,(30 sqm),Super Built-up Area,1 BHK,(2  Baths),Ready To Move
Aayush Ayaanshh,RESALE,"in Chembur, Mumbai",1 BHK Flat,₹1.44 Cr,"₹20,689 /sqft",696 sqft,(65 sqm),Super Built-up Area,1 BHK,(1  Bath),Under Construction
Kshitij Eminem,RESALE,"in Battipada, Bhandup West",1 BHK Flat,₹91 Lac,"₹23,273 /sqft",391 sqft,(36 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Shanti Swaroop Chs,RESALE,"in Vile Parle East, Mumbai",1 BHK Flat,₹1.8 Cr,"₹36,072 /sqft",499 sqft,(46 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Skyline,RESALE,"in Andheri East, Mumbai",1 BHK Flat,₹93 Lac,"₹23,019 /sqft",530 sqft,(49 sqm),Super Built-up Area,1 BHK,(2  Baths),Ready To Move
New Patel Bldg Kharodi Malad West,RESALE,"in Kharodi Village, Malad West",1 BHK Flat,₹39 Lac,"₹9,750 /sqft",400 sqft,(37 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
champa daulat chs ltd,RESALE,"in Vile Parle West, Mumbai",1 BHK Flat,₹3.2 Cr,"₹84,210 /sqft",550 sqft,(51 sqm),Built-up Area,1 BHK,(1  Bath),Ready To Move
Mayfair Hillcrest,RESALE,"in Vikhroli West, Mumbai",1 BHK Flat,₹69.9 Lac,"₹29,246 /sqft",239 sqft,(22 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
shiv gange,RESALE,"in Dahisar West, Mumbai",1 BHK Flat,₹38.5 Lac,"₹15,400 /sqft",250 sqft,(23 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Manish Villa,RESALE,"in Manish Nagar, Andheri West",1 BHK Flat,₹65 Lac,"₹27,659 /sqft",235 sqft,(22 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Rock Avenue,RESALE,"in Hindustan Naka, Kandivali West",1 BHK Flat,₹97 Lac,"₹12,933 /sqft",750 sqft,(70 sqm),Super Built-up Area,1 BHK,(2  Baths),Ready To Move
Kishor Villa,RESALE,"in Prabhadevi, Mumbai",1 BHK Flat,₹1.64 Cr,"₹56,655 /sqft",290 sqft,(27 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
VLs Valeria,RESALE,"in Mulund East, Mumbai",1 BHK Flat,₹1.05 Cr,"₹22,826 /sqft",460 sqft,(43 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
Royal Oasis,RESALE,"in Jankalyan Nagar, Malad West",1 BHK Flat,₹1.25 Cr,"₹26,041 /sqft",720 sqft,(67 sqm),Super Built-up Area,1 BHK,(2  Baths),Ready To Move
Satellite Aarambh,RESALE,"in Kurar Village, Malad East",1 BHK Flat,₹53 Lac,"₹21,200 /sqft",250 sqft,(23 sqm),Carpet Area,1 BHK,(1  Bath),Under Construction
Kukreja Estate,RESALE,"in Chembur, Mumbai",1 BHK Flat,₹1.55 Cr,"₹33,527 /sqft",462 sqft,(43 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
Satellite Aarambh,RESALE,"in Kurar Village, Malad East",1 BHK Flat,₹64 Lac,"₹33,535 /sqft",190 sqft,(18 sqm),Carpet Area,1 BHK,(1  Bath),Under Construction
Sion Chunabhatti,RESALE,"in Chunabhatti East, Sion, Mumbai",1 BHK Flat,₹1.05 Cr,"₹22,105 /sqft",475 sqft,(44 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
Mohite Rajas Residency,RESALE,"in Pant Nagar, Ghatkopar",1 BHK Flat,₹1.15 Cr,"₹22,200 /sqft",518 sqft,(48 sqm),Built-up Area,1 BHK,(2  Baths),Ready To Move
Rahat Apartment,RESALE,"in Kurla west, Mumbai",1 BHK Flat,₹56 Lac,"₹20,000 /sqft",350 sqft,(33 sqm),Built-up Area,1 BHK,(1  Bath),Ready To Move
the sky line,RESALE,"in Rupa Nagar, Kurla, Mumbai",1 BHK Flat,₹87 Lac,"₹22,597 /sqft",385 sqft,(36 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Gurukrupa Marina Enclave,RESALE,"in Malad West, Mumbai",1 BHK Flat,₹1.2 Cr,"₹26,548 /sqft",452 sqft,(42 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Dolphin Heritage,RESALE,"in Santacruz East, Mumbai",1 BHK Flat,₹1.4 Cr,"₹22,400 /sqft",625 sqft,(58 sqm),Built-up Area,1 BHK,(1  Bath),Ready To Move
lot mill kalina,RESALE,"in Kalina, Santacruz East",1 BHK Flat,₹58 Lac,"₹25,777 /sqft",225 sqft,(21 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Gold Crest Floreat,RESALE,"in Azad Nagar, Andheri West",1 BHK Flat,₹1.7 Cr,"₹32,075 /sqft",530 sqft,(49 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
Our lady of Dolours CHS ltd,RESALE,"in Wadala East, Mumbai",1 BHK Flat,₹71 Lac,"₹23,666 /sqft",350 sqft,(33 sqm),Built-up Area,1 BHK,(1  Bath),Ready To Move
Anita Nagar CHS,RESALE,"in Kandivali East, Mumbai",1 BHK Flat,₹94 Lac,"₹22,926 /sqft",550 sqft,(51 sqm),Super Built-up Area,1 BHK,(1  Bath),Ready To Move
New Mhada Tower,RESALE,"in Ekta Nagar, Kandivali West",1 BHK Flat,₹53 Lac,"₹17,377 /sqft",305 sqft,(28 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
The Hubtown Celeste,RESALE,"in Worli, Mumbai",1 BHK Flat,₹1.45 Cr,"₹43,939 /sqft",551 sqft,(51 sqm),Super Built-up Area,1 BHK,(2  Baths),Under Construction
The Ashok Odyssey,RESALE,"in Ghatkopar West, Mumbai",1 BHK Flat,₹1 Cr,"₹25,380 /sqft",394 sqft,(37 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
Vaibhavlaxmi Queens,RESALE,"in Deonar, Chembur East",1 BHK Flat,₹99 Lac,"₹24,750 /sqft",400 sqft,(37 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Raunak Centrum,RESALE,"in Sion East, Mumbai",1 BHK Flat,₹1.18 Cr,"₹31,891 /sqft",370 sqft,(34 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Gokul Tower,RESALE,"in Kandivali East, Mumbai",1 BHK Flat,₹72 Lac,"₹24,406 /sqft",410 sqft,(38 sqm),Super Built-up Area,1 BHK,(1  Bath),Ready To Move
On Request,RESALE,"in Mahim West, Mumbai",1 BHK Flat,₹1.7 Cr,"₹46,195 /sqft",368 sqft,(34 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
"SHRADDHA BUILDERS, VIKHROLI EAST",RESALE,"in Tagore Nagar, Vikhroli East",1 BHK Flat,₹87 Lac,"₹21,969 /sqft",396 sqft,(37 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
neelsagar,RESALE,"in Tata Colony, Mulund",1 BHK Flat,₹85 Lac,"₹26,153 /sqft",325 sqft,(30 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Giriraj Govardhan Nagar,RESALE,"in Kandivali West, Mumbai",1 BHK Flat,₹1.5 Cr,"₹31,250 /sqft",480 sqft,(45 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
DB Ozone,RESALE,"in Dahisar, Mumbai",1 BHK Flat,₹53 Lac,"₹12,649 /sqft",585 sqft,(54 sqm),Super Built-up Area,1 BHK,(2  Baths),Ready To Move
Janmanas,RESALE,"in Amboli, Andheri West",1 BHK Flat,₹79 Lac,"₹24,307 /sqft",325 sqft,(30 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
New Mhada Tower,RESALE,"in Ekta Nagar, Kandivali West",1 BHK Flat,₹53.5 Lac,"₹17,540 /sqft",305 sqft,(28 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Royal Pristo,RESALE,"in Malad East, Mumbai",1 BHK Flat,₹78 Lac,"₹24,148 /sqft",323 sqft,(30 sqm),Super Built-up Area,1 BHK,(1  Bath),Under Construction
Vikrant Co Housing  Society,RESALE,"in LIG Colony, Kurla, Mumbai",1 BHK Flat,₹90 Lac,"₹20,000 /sqft",450 sqft,(42 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Sai Leela Society,RESALE,"in Kandarpada, Dahisar, Mumbai",1 BHK Flat,₹38.5 Lac,"₹15,400 /sqft",250 sqft,(23 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Shiv Gange,RESALE,"in Dahisar West, Mumbai",1 BHK Flat,₹38.5 Lac,"₹15,400 /sqft",250 sqft,(23 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Siddhi Prabha CHS,RESALE,"in Prabhadevi, Mumbai",1 BHK Flat,₹1 Cr,"₹35,714 /sqft",280 sqft,(26 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
D 1007,RESALE,"in Triveni Nagar, Malad East",1 BHK Flat,₹78 Lac,"₹24,148 /sqft",323 sqft,(30 sqm),Carpet Area,1 BHK,(1  Bath),Under Construction
old matruchaya,RESALE,"in mulund checknaka, Mumbai",1 BHK Flat,₹16 Lac,"₹5,818 /sqft",275 sqft,(26 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Shraddha Autumn Park,RESALE,"in Kanjurmarg East, Mumbai",1 BHK Flat,₹82 Lac,"₹22,102 /sqft",650 sqft,(60 sqm),Super Built-up Area,1 BHK,(2  Baths),Ready To Move
Gladhurst Apartment,RESALE,"in Santacruz West, Mumbai",1 BHK Flat,₹1.85 Cr,"₹34,905 /sqft",530 sqft,(49 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Aim Horizon,RESALE,"in Jogeshwari East, Mumbai",1 BHK Flat,₹91.44 Lac,"₹23,972 /sqft",481 sqft,(45 sqm),Super Built-up Area,1 BHK,(2  Baths),Under Construction
Gundecha Valley of Flowers,RESALE,"in Kandivali East, Mumbai",1 BHK Flat,₹1.2 Cr,"₹22,018 /sqft",545 sqft,(51 sqm),Super Built-up Area,1 BHK,(2  Baths),Ready To Move
shubhum building,RESALE,"in Chembur East, Mumbai",1 BHK Flat,₹70 Lac,"₹31,111 /sqft",225 sqft,(21 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
rukhi mahal,RESALE,"in Colaba, Mumbai",1 BHK Flat,₹2.51 Cr,"₹55,777 /sqft",450 sqft,(42 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Ekta Meadows,RESALE,"in Thakur Village, Kandivali East",1 BHK Flat,₹1.35 Cr,"₹30,000 /sqft",450 sqft,(42 sqm),Carpet Area,1 BHK,(2  Baths),Ready To Move
Neighbourhoods CHS,RESALE,"in Lokhandwala Kandivali East, Mumbai",1 BHK Flat,₹76 Lac,"₹13,818 /sqft",550 sqft,(51 sqm),Super Built-up Area,1 BHK,(1  Bath),Ready To Move
Shanti Doot CHS,RESALE,"in Sector 2 Charkop, Kandivali West",1 BHK Flat,₹85 Lac,"₹15,315 /sqft",555 sqft,(52 sqm),Built-up Area,1 BHK,(2  Baths),Ready To Move
Suraj Vitalis,RESALE,"in Mahim West, Mumbai",1 BHK Flat,₹2.4 Cr,"₹54,298 /sqft",442 sqft,(41 sqm),Carpet Area,1 BHK,(2  Baths),Under Construction
omkar signet,RESALE,"in Kurar Village, Malad East",1 BHK Flat,₹1.05 Cr,"₹31,531 /sqft",333 sqft,(31 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
Yogi Hills,RESALE,"in Mulund West, Mumbai",1 BHK Flat,₹90 Lac,"₹19,565 /sqft",460 sqft,(43 sqm),Carpet Area,1 BHK,(1  Bath),Ready To Move
HDIL Dheeraj Upvan,RESALE,"in Borivali East, Mumbai",1 BHK Flat,₹94 Lac,"₹15,666 /sqft",600 sqft,(56 sqm),Super Built-up Area,1 BHK,(1  Bath),Ready To Move
Ashar Maple,RESALE,"in Vaishali Nagar, Mulund West",1 BHK Flat,₹1.18 Cr,"₹18,153 /sqft",650 sqft,(60 sqm),Built-up Area,1 BHK,(2  Baths),Ready To Move
